,gender,age,cust_id,income,member_year,member_month,member_day,gender_label
1283,F,65,e0a019943def4c7f97e90381139876fb,53000.0,2017,10,21,1
1284,M,45,45f2ec3384a8485c83d874637fd14852,67000.0,2017,3,26,2
1285,M,40,24768f77cf174c6d9cd7a8c5b7f7a4c3,57000.0,2018,4,27,2
1286,F,62,5a7fd20781d64e8baaef972ac4c9e7ce,55000.0,2018,4,21,1
1287,M,42,bf3292eafc2f468ea68d4f5b0e8fa35a,52000.0,2017,12,17,2
1288,M,64,8e508511652c446a9debf0c20f5f5163,108000.0,2016,2,7,2
1289,M,70,8fc40f08bcc7442796802b19ffcc9e04,105000.0,2017,8,3,2
1290,M,29,5e96817ba222461badbf789a149689de,41000.0,2017,2,28,2
1291,M,37,1bd4211f13814808b1eb71c087e9b391,69000.0,2016,10,17,2
1292,M,59,5d048a36203c483facb5ed09983ab388,74000.0,2017,4,3,2
1293,M,20,1d755c218f714559a57ee7df7e6b1ca0,62000.0,2016,1,10,2
1294,M,47,380b49a656034958a35e036ed4168e48,54000.0,2018,3,8,2
1295,M,37,7f11b9f1960f4516ac628a07622cf833,48000.0,2018,3,27,2
1296,M,89,7d66deb1596942dbb626b4f31a4b44f8,82000.0,2018,6,18,2
1297,M,23,a6937b83abe649b38e3c019e559345df,34000.0,2017,9,24,2
1298,M,55,762822c51407472b9b10f3520e7b6198,80000.0,2017,12,26,2
1299,F,48,8c3c10f681674fd798b5957060bbf302,46000.0,2018,7,13,1
1300,M,42,0e6943735578469cada541e3654a5693,48000.0,2015,9,1,2
1301,F,52,9f02eeb4d5d2474c96b1e3b0253a0df9,114000.0,2016,10,21,1
1302,M,38,23be2bae33d54da884c7ff0230fc241f,47000.0,2016,5,14,2
1303,M,35,b6f831aeda5f4183ab523e07e1eff7f7,42000.0,2017,9,6,2
1304,M,53,f0e126082e4940749c3087f8016106a0,104000.0,2015,8,31,2
1305,F,82,842d5869a6764e1f9582470653fde953,65000.0,2015,8,21,1
1306,M,32,04ca68b26ef14fbc96eb01ab1f2d1fc2,57000.0,2015,2,13,2
1307,M,28,267e47de94fd46b1afa96dea1c9d3cbf,33000.0,2018,7,26,2
1308,F,62,0f4a7a715cfc440796175a7c5afb168f,96000.0,2017,7,3,1
1309,F,92,df9432ca99b74a379977df79fe948aa4,63000.0,2018,2,25,1
1310,M,49,da72743f0fd04812a1b9334b0b9ad403,67000.0,2017,10,2,2
1311,M,82,d62ec1401c65445ab4e425f4c263a289,115000.0,2017,12,5,2
1312,M,41,fc12f97780a245f39af4f3516224edd1,57000.0,2014,6,18,2
1313,M,75,df0f7b3282b047b79713a6d86fbceba5,89000.0,2016,1,17,2
1314,M,61,86bb1d4a590f44ccabaef642015e70db,35000.0,2017,12,18,2
1315,F,61,2cad48dcddc44f9dac43c2d9b476535b,49000.0,2015,10,18,1
1316,F,30,50e273dc67134760b08bfe7e933099c0,56000.0,2016,5,20,1
1317,M,54,80277bc9a67b48a2868c740036d7cbd4,72000.0,2013,9,14,2
1318,F,52,23670c58129045a19d02cff135cd48ba,84000.0,2017,8,17,1
1319,M,43,b4e06068cce54e3d9c3c55ad6f0e5065,42000.0,2018,5,16,2
1320,M,32,d2b1a60725724b3ca80a282af0e79703,52000.0,2014,1,17,2
1321,F,35,d0de5df4a59845fc865659b10adfb80e,74000.0,2017,10,21,1
1322,M,31,1793d1eadd7f40998f69eff43c7cd3c3,69000.0,2014,11,3,2
1323,M,50,8c8b73983add4a828052e98775745f27,59000.0,2016,4,4,2
1324,F,38,cc44cc35b0f044aaa9f174549fe86577,59000.0,2013,10,6,1
1325,F,57,2fdc2ef2bd9547a2b2327de3b045d9bc,53000.0,2016,8,29,1
1326,F,50,56f39ccd002548d0ac80dba59b095991,58000.0,2018,2,12,1
1327,M,24,05e3b4ecea3b45adb9734a2793eeb26f,65000.0,2015,11,23,2
1328,O,64,f5f1e2044c7d4fa68938640809cbb4bd,31000.0,2018,5,29,3
1329,M,56,c33eae926da34f049a2976124cd9dfc2,49000.0,2015,2,4,2
1330,M,20,a043e5b2568541efbe9a1b7fa65b8c35,67000.0,2016,8,14,2
1331,F,65,b84926f7fc6a48cfac59341a4a1a2783,53000.0,2016,10,4,1
1332,M,33,00c32a104f0c4065b5b552895fb22e34,42000.0,2017,12,22,2
1333,M,60,fbbd60d747d642928c0d73ea54e34892,83000.0,2018,1,15,2
1334,F,67,be10d4bd2839451ebdbe4291e5629e25,107000.0,2017,9,30,1
1335,M,51,d883f0f3711b470eaa63865f0eaa531b,34000.0,2017,12,6,2
1336,M,49,906e1f701d7b4873881036d5bdc7c4ee,70000.0,2018,2,24,2
1337,M,63,123f3eb373ef4cdbbe21b3988b5dfe41,77000.0,2017,10,13,2
1338,M,75,ca111ad60de848ffa671c35434855518,97000.0,2015,9,12,2
1339,M,91,fe0d05246e9040578a27cb39e23a1bdd,78000.0,2015,2,8,2
1340,F,101,4d2ccfcbbebf4bd9baf4b7e433d0e288,43000.0,2017,10,4,1
1341,M,42,988cc778d73f461f9b7ef0c66f6b98ba,62000.0,2018,1,5,2
1342,F,52,7561a0a081e64e118bbc78818c890ab7,80000.0,2015,12,28,1
1343,M,57,5a5f5e54f76249b38c884d35a4cca242,66000.0,2017,8,1,2
1344,M,72,2a38139dd22a4239b09faac733155063,79000.0,2015,10,2,2
1345,M,66,d3cc8d12f281485bb71bebb5d2900e36,47000.0,2016,7,31,2
1346,M,37,86393faabf374030a53989634fd94933,72000.0,2018,6,24,2
1347,M,76,a4752d3a07424488807679308a945758,64000.0,2015,7,15,2
1348,M,56,533a3cb9f021483e8d2be814a23180d4,82000.0,2016,1,25,2
1349,M,55,bf1d2cec96a44d1d8d9e3463fe7ff358,63000.0,2017,8,17,2
1350,M,36,3fc7776cf5734e0093ddd19a4f8f6586,47000.0,2017,8,30,2
1351,M,64,d964396514904cae974ae72f6bd4c606,90000.0,2016,8,11,2
1352,M,23,3e1bceba9b6e4dd2964bc101a58baec9,60000.0,2017,2,22,2
1353,M,30,21f58f38b6ac4f67acd2959072adaa7c,35000.0,2017,2,20,2
1354,M,67,1f190fc9ded94d448f1061b27521285a,57000.0,2018,6,15,2
1355,M,42,c527628db5064bcea197c2a1e28f7d7d,49000.0,2016,10,28,2
1356,M,41,bf5483a137ae482898004a0c475348fc,65000.0,2017,12,8,2
1357,F,28,28d2a4892f5b42c7afd7583c26fbfe21,57000.0,2018,7,14,1
1358,F,64,169ad543fdaa433a820d84502c32a826,93000.0,2018,1,13,1
1359,F,51,ad18ad432f5a40c7b8ccce4be4fb530c,80000.0,2017,8,11,1
1360,M,82,4d70dd97b0004d47ad520d33da69b6da,60000.0,2014,1,8,2
1361,F,54,0f637145a20445b1bfb484df49062340,112000.0,2017,12,7,1
1362,M,28,9c062986d2594edc828b358165082b19,59000.0,2018,2,20,2
1363,M,68,a50f214a50954eeca6b547e275569e08,85000.0,2015,9,21,2
1364,F,37,2449f2f011d24c849f72b15303f89f4b,51000.0,2016,1,31,1
1365,F,55,e5c58df69cd246458eb6adc918b9db8d,95000.0,2013,9,14,1
1366,F,61,491eb273ba74499ea1257775a317f2e3,73000.0,2016,5,5,1
1367,M,63,18bd0776b46a498594fb139a9f7613a7,70000.0,2017,8,20,2
1368,F,69,1557b5b0908a4ef185af8295f50f16c4,85000.0,2015,4,25,1
1369,M,80,15cc0c4a2c2949e588cba43fae8fd01f,50000.0,2016,1,21,2
1370,F,63,bd7c74c5166e4a469ad169da1e0f3d8d,72000.0,2017,9,6,1
1371,F,63,c43cc9ae7c0c4ca9b65460f7aa6dbf20,99000.0,2017,6,25,1
1372,F,33,e24a898ab87b4bbd96c6b48f268b56bb,56000.0,2017,8,12,1
1373,M,67,d7f86043a9de4c5f83bf646795685aa1,71000.0,2017,10,13,2
1374,F,78,55b8653d0c614b5884b6da92d9e90c2a,72000.0,2017,10,28,1
1375,M,20,ea10d329aaae4289bad750793117f69f,33000.0,2017,11,6,2
1376,F,54,eb1ac23785c04e32aed043360c53234e,77000.0,2015,12,16,1
1377,M,33,2cec68f40dd4472aaebddeb1308e8a61,52000.0,2016,3,9,2
1378,M,71,fff8957ea8b240a6b5e634b6ee8eafcf,56000.0,2018,2,18,2
1379,M,54,9e3f177afd7a4d939d486f79e4bfeeb6,80000.0,2017,2,23,2
1380,F,87,b1f4e2cbbdd6480699e0f0a355822f49,85000.0,2016,10,22,1
1381,M,43,2b4bfbda411041ef84ee39bae91fb229,63000.0,2018,3,12,2
1382,M,51,1a297cc7262d42b59fb3e34fe0166702,33000.0,2014,6,24,2
1383,F,46,79a1b2e7bab8420c98a59530a783155d,42000.0,2013,9,27,1
1384,F,52,9a0e465c898540a9b6221a6ddca88f60,58000.0,2014,8,28,1
1385,M,55,893a121f16cb48e89711a566f291bc57,61000.0,2015,9,7,2
1386,M,40,b8089791382345409b4b0c090f67125e,87000.0,2017,7,27,2
1387,F,100,857fc6e18cf74f7b8ebce26bbfbd3028,109000.0,2018,1,23,1
1388,F,24,7bd1351f0f364e33a81e1e2736397a25,52000.0,2015,4,9,1
1389,F,64,e5573f1e7be848098594716260e6160f,79000.0,2015,12,18,1
1390,F,49,bef8a2c10dc94924be031f3dda92c4cc,67000.0,2017,6,27,1
1391,F,44,113e6ab5018445b7a02f53e2362df509,69000.0,2017,7,27,1
1392,F,49,0b99c75c3e0e424fafe2975a64d66e00,65000.0,2016,10,11,1
1393,M,33,c407a4f4f05f467ba6268b048a75e728,53000.0,2016,1,9,2
1394,F,50,14da6197d53d4ca49f4ce75367bb06cc,94000.0,2015,10,4,1
1395,M,39,5d26e4cc7a9c47af96abca48de7745d9,32000.0,2018,5,13,2
1396,F,52,e117e1d4f24943c7b1db4148e17d5680,66000.0,2016,9,29,1
1397,F,74,a4dbdeea34474565ae624261b34c1c43,42000.0,2017,12,3,1
1398,M,43,37e7f871553149c1860eab122d59e374,70000.0,2014,3,11,2
1399,M,63,7e7519aef57544a9a3b18703ce7a2fb7,97000.0,2017,6,23,2
1400,M,53,21e1f3e157e74c028418d85d4365a5e6,92000.0,2017,8,4,2
1401,M,52,2d5ba4affbf143bfa45deb4b6418eb65,52000.0,2018,1,12,2
1402,M,82,1f994e3caecd4d75ad1cb0e8809c6892,97000.0,2015,11,8,2
1403,M,67,a5a0645e00a64608a5cdc6073c440f9c,65000.0,2014,10,14,2
1404,M,66,2c7f7d16d67442158d99ee0a5ea6ab6c,65000.0,2017,9,15,2
1405,F,57,9cfa8a152539446b8384a215eb7db2fe,73000.0,2017,6,24,1
1406,M,32,9b556b96878a469dbbcf6118abbf96e6,55000.0,2017,9,4,2
1407,M,68,f5bab1d29685425d9ac6ce00c0d0b123,57000.0,2015,10,31,2
1408,M,81,f6e244e9da514ab7be0f6ec3e14c3a26,62000.0,2016,10,16,2
1409,M,75,ec71b22a0ce543188eefad9b16e85e57,80000.0,2016,1,8,2
1410,M,88,efa8dd634f544ef99a6fca10c60629c6,67000.0,2017,8,4,2
1411,F,94,f3a24f76c9f649388133fc430c0726b9,88000.0,2016,10,10,1
1412,M,24,9e481b621a724dd098378e497483ea21,72000.0,2018,4,25,2
1413,M,54,72458fa98466484c85dd63393a243250,71000.0,2017,6,10,2
1414,F,75,4d007985991543f586384b54f5157c9e,80000.0,2017,4,29,1
1415,F,77,0e1bcbaa5ca64055a1ebc360886b1c17,111000.0,2018,1,31,1
1416,M,83,64d40fa1a5fa4879b4938a8dd502ea6c,100000.0,2017,6,4,2
1417,O,57,54b0aabbe655480c880c8423b30a09e0,32000.0,2018,1,24,3
1418,M,59,37fc4360c23544fdafbb9f3ccf612457,30000.0,2017,9,11,2
1419,O,35,e690a6ff8e78481ca126e1e8e1eb4212,31000.0,2017,8,15,3
1420,M,32,ed67dd8bc29b455ab00407fa2500b7d6,47000.0,2015,5,1,2
1421,M,76,2419fe087def431fb74653819fe2a2b7,51000.0,2017,11,5,2
1422,F,77,84df7379c5ef440c95487180a6901ee6,63000.0,2018,2,11,1
1423,F,37,9d5b3daf402841f7a88d271f3d731829,92000.0,2018,3,11,1
1424,M,43,cd02713a74cf44958e270a9659d8f661,39000.0,2015,6,7,2
1425,M,59,65e2bf7869e64803ba1b1cb0ccb3c783,69000.0,2015,6,29,2
1426,F,57,703c7a7aeb594f54a462cb5ec1f4e796,97000.0,2017,8,14,1
1427,M,71,bb68db66392e4e49917ea1c13bdda6d0,96000.0,2015,11,16,2
1428,M,61,4b23443348ea45c48bc162aea36a1ed2,50000.0,2016,5,19,2
1429,F,78,6f1d2b5cc01446d19f17a5b6bd4ee41b,79000.0,2015,12,26,1
1430,F,29,4a05c64a2047466a9bd8f4fa5d0dbafa,37000.0,2017,8,16,1
1431,F,61,76bd939360294478b7082aed25ff5ae4,75000.0,2015,10,23,1
1432,F,69,26c210f0e0c249f597a2a5663d4fead2,72000.0,2016,11,5,1
1433,M,76,738410e6d6044fbca05d6dad73bd6382,76000.0,2017,7,3,2
1434,M,53,d235232818b844c8b65dcd3efedb1c21,66000.0,2013,9,20,2
1435,M,51,66f8c81f38e94b889aca39805b44ea06,81000.0,2017,2,17,2
1436,M,48,bee2341406574e78a0f0462d0136bd9b,62000.0,2017,8,1,2
1437,F,56,c59fc3142baa4ebca3292653d8552b26,58000.0,2015,12,7,1
1438,M,78,e305c1d0dd384e2d824b4b4330da9166,77000.0,2017,5,26,2
1439,F,71,c64705baf7b04473b0c4ed043e6889fc,68000.0,2016,3,25,1
1440,F,72,d24aac66f5404bc48728a207cee8b098,75000.0,2017,8,4,1
1441,M,56,95e57e801cf84720b4249cc1d70314f5,54000.0,2017,4,22,2
1442,M,56,879be27695d74227bc9974662ec74852,49000.0,2016,1,21,2
1443,M,75,459b0d3c1d6f4cc49b71dde16206585c,110000.0,2017,1,12,2
1444,F,86,19626bf0c0ab416492d1ac3af4d7e06a,40000.0,2016,7,15,1
1445,M,35,b784cc0181ee49f59ffca05ab571872a,33000.0,2014,6,12,2
1446,M,95,f773d75a584c4f6baa4f9c4007f3a291,90000.0,2016,6,27,2
1447,M,90,e5d09e529cde4cab98c90a108ddbabc2,38000.0,2016,5,4,2
1448,M,50,91a2e177e57a4a2287e02a4fc8efa6bb,62000.0,2018,6,27,2
1449,F,38,18ab1df4b5524a988089ea95595dfa27,75000.0,2018,1,9,1
1450,F,47,d8748cb397354dbd962f4ad395b62494,61000.0,2018,1,16,1
1451,M,63,8f6cd6d39d694147bda234a38368d99d,97000.0,2014,11,24,2
1452,M,67,23264960b6724afeaf89b61af7b0662d,97000.0,2017,10,31,2
1453,F,73,67819e7df4754ccc8e3386db19411ed1,85000.0,2016,12,18,1
1454,F,22,e5a845f2059d4ae2a9cbb0beee60ff26,65000.0,2016,6,10,1
1455,M,78,4344c0e231a545769e1bd581d1569d6b,64000.0,2016,6,2,2
1456,F,40,05a4f70725804ceab1daa9dc73734827,78000.0,2017,3,28,1
1457,M,69,f41abd8206654256abe9ae785d429a17,52000.0,2016,11,21,2
1458,M,65,2cb4d7a40765483cb808ce28107a3775,116000.0,2017,12,22,2
1459,M,48,73acdf97f74e4223a793bee5d26cff7c,39000.0,2013,12,1,2
1460,F,30,0aaeeafa15f44a7fbd10feb66bb9534e,40000.0,2015,3,29,1
1461,M,54,6c2504661149460d8a44d95e99ca3186,58000.0,2018,5,29,2
1462,F,46,2c27087a479a4919828666d633de6a68,94000.0,2016,5,19,1
1463,M,39,2eb1f939e4e44b11b753af7c44aa6f7f,37000.0,2017,12,21,2
1464,M,54,1b710ab9262c480380b05b9e3578f618,39000.0,2017,10,29,2
1465,M,57,f072f72e1b6b4742934099cbd4c6bc98,61000.0,2015,6,13,2
1466,F,48,16dc4306258b4fef90ffe99f53ed7952,46000.0,2018,5,18,1
1467,M,68,b6f7096a7bfa4d92b239119ab30f0811,57000.0,2018,1,25,2
1468,F,33,28b4168756ee40559f8d8a98762f28ab,71000.0,2016,3,24,1
1469,M,25,db270c5eba0c4add96f8a68870f775aa,70000.0,2018,2,23,2
1470,F,35,86f7d146694c4fbfb8b32cdc137da219,58000.0,2015,2,13,1
1471,F,55,c507735c0b7f4e4fb7530bec6a116b18,53000.0,2015,11,2,1
1472,F,53,b349bd73fe6142b3826d762e14613c7c,100000.0,2017,5,7,1
1473,M,72,acd95e8902454e34a22f5e4e5697f70a,64000.0,2017,10,18,2
1474,M,37,84f75d1db57648e5a2de3dcc4a4ab3b6,56000.0,2017,11,13,2
1475,M,53,fa67883b9812486bb138d5b2b7e68fb8,75000.0,2018,6,16,2
1476,F,40,ba5646a62318454cbf44d04353d9ceda,69000.0,2017,8,19,1
1477,M,68,cda901ec302642e898b0886f9b198555,39000.0,2014,1,4,2
1478,F,50,c4ee577a834d40df9037753d51151ba8,99000.0,2017,10,16,1
1479,M,52,bc11263bf078440d8eac1e016ec9c618,93000.0,2014,1,5,2
1480,M,48,52dfe129878a4e869f8fa90365630183,58000.0,2016,8,8,2
1481,F,63,80242cc3d985484fbeeeb7d3cf828b71,94000.0,2016,10,25,1
1482,M,51,05703c17280649238ea5005898dc7076,97000.0,2017,3,17,2
1483,F,64,2c49fcc99b194fbd98c68f159a01da87,72000.0,2016,9,13,1
1484,M,83,f682739f9c20422db355da9bde6b7668,103000.0,2016,11,16,2
1485,M,40,221bad1632444b8bb6e2409d2bc7df48,71000.0,2016,3,18,2
1486,F,23,e6d3335fdf2c4cd2ac8edcd2bb06b289,68000.0,2017,10,7,1
1487,F,63,6835293ad93c4b2daa148395a0729408,36000.0,2016,1,24,1
1488,M,58,da161c948ae74721886c226b1a0c21d3,50000.0,2018,3,5,2
1489,F,67,4e70d45d74d644ea875cce26a1f4066b,101000.0,2017,3,24,1
1490,F,65,ba33e70994e14a97b48bcae3a2d5dd48,96000.0,2017,7,28,1
1491,F,56,b991355e11ce45789521f22bcd12804a,80000.0,2018,2,22,1
1492,M,28,5d7ddc0af73b4307b7b9149fd2192455,75000.0,2017,2,26,2
1493,F,64,b62af6a37bfd4c7c8e8513e5070ca016,79000.0,2016,2,6,1
1494,F,57,86c83f7d6bd748a7b580f1c22b48e375,32000.0,2017,9,23,1
1495,M,34,9c66f744199242d987286ca68f35a911,43000.0,2017,11,27,2
1496,M,65,3a8d37c666d648a0b263ebacabcaa6e8,59000.0,2018,7,7,2
1497,M,23,888be69e68ae4fada02ae67a4ec95e41,54000.0,2017,7,28,2
1498,M,58,8c1c0e3e25f243a5bd551fff513dffa0,95000.0,2017,11,26,2
1499,F,57,e973d133f6c547439dac45482d096241,32000.0,2018,7,7,1
1500,F,65,3a365b06f4ed44f7bd75f2c71fc26915,72000.0,2018,3,17,1
1501,M,70,de1c1ebe872a4274bcc9e752ac6bcc42,76000.0,2017,7,1,2
1502,F,67,6f3c2ed30e5949fab679209ce8dacd77,96000.0,2017,2,28,1
1503,M,51,bdd4deefab304ad19f154b6c35b9254d,118000.0,2016,3,8,2
1504,M,31,4c27f8abefe14962be39ee6d446a2f68,33000.0,2017,11,3,2
1505,F,63,40add65eeccb484eb5567ac2c81601f2,101000.0,2016,9,6,1
1506,M,51,71e3816e189044ba8808f54e50070ecb,54000.0,2014,12,20,2
1507,M,72,13d9215510ae4f5087c6d26485656ab0,67000.0,2017,10,27,2
1508,F,73,67ce1a3e90f748b2b21723186529bdc2,106000.0,2017,1,10,1
1509,M,70,a4e1a10c647c431da41ec5177b98031d,99000.0,2015,12,28,2
1510,M,62,43471d98a3a84930ab5bb1cd7c09f108,67000.0,2018,5,11,2
1511,M,81,411df4b79900411c959c0cb5fa1a7564,72000.0,2013,10,8,2
1512,F,75,606fe87353b44c77987b5b17c0669129,51000.0,2017,8,9,1
1513,F,49,37bd8088aaa14e7c8e3c6cbff6b744c3,55000.0,2016,1,13,1
1514,M,77,52f2882d9d7b457f914589fcd20ed1b3,103000.0,2018,2,14,2
1515,M,26,6860d544db4d41debe162f7f89747f35,56000.0,2013,9,30,2
1516,M,31,8d2f8960fd8c42c8abc94bd6f5056118,73000.0,2018,3,23,2
1517,M,54,f1fd6e5698c04c80a8aff2b48b1d5b4f,68000.0,2016,4,3,2
1518,M,37,04f59344d54947ed8aa82c25effc9487,46000.0,2018,3,13,2
1519,M,36,a06864f23e3c4709a9c1a0d22bf4be67,61000.0,2016,11,24,2
1520,F,41,edb48859c7654767a404c8a149eba711,49000.0,2018,1,26,1
1521,F,81,18fee09ab17e4b559149279ac12f2491,52000.0,2015,8,15,1
1522,M,62,b661a3a7d5484922a58954e4508bfa6b,71000.0,2016,3,6,2
1523,F,85,1fd6b0fdf50841f9b5c18941b6294e5d,75000.0,2015,11,17,1
1524,F,53,bb465e90882143b6a49f99d9d810dc3f,75000.0,2015,8,7,1
1525,M,71,070c6e10c833437d9e28ea80b0af48d8,55000.0,2017,12,8,2
1526,F,71,0b538fb7a1b44847a237b9f7eb825755,73000.0,2015,10,13,1
1527,M,23,44ef9fb6b6094e588b4c75e5963c9834,35000.0,2017,10,3,2
1528,F,83,4ecbfa77f6f84e779ea318682295cbdb,58000.0,2013,9,24,1
1529,M,65,ec396a1ad86f4073a917dd90fd3cf338,90000.0,2014,8,16,2
1530,M,70,2c9a9137efff4820a47d56dbf0fa555f,50000.0,2017,12,14,2
1531,F,67,480189cc30094b66a1ff0de0816f5f4b,98000.0,2017,12,17,1
1532,M,72,9a1ebc47359348d9b57f353d445dc482,33000.0,2018,3,9,2
1533,M,89,03cc530b458e4fb180c222777916e9b5,36000.0,2015,8,9,2
1534,M,75,526d6347752e465b9cbe3a62c449ccb4,49000.0,2017,7,18,2
1535,F,49,df25bf15b89647208cbb9c186eeea518,95000.0,2016,10,28,1
1536,M,31,30fadd9896cf48c6ace28bd1e88e172f,43000.0,2018,5,3,2
1537,M,66,9b5f31aa2dde4dd49d92d6fd2c0cd44f,68000.0,2017,10,6,2
1538,M,47,0414fcebbd7f4a19bca352622b1c84e2,44000.0,2018,1,15,2
1539,F,69,23b724c1f63849088971c3f94cc839af,36000.0,2016,7,23,1
1540,M,44,3966806a938b466bba287ee9fbcf1a37,36000.0,2016,7,30,2
1541,M,65,3bf3ea16a2ed4ec3ba5b927a2a6d7535,55000.0,2018,3,6,2
1542,F,58,b3f19a6e6036426d91de0d2d09dbca9f,62000.0,2017,10,26,1
1543,F,62,e08f5946ac204395ba4b6168505eccbc,40000.0,2016,9,11,1
1544,F,72,1521099582ed45d396410703c972d147,41000.0,2013,11,13,1
1545,M,51,383a3a796f3242a7bcded87c3f4af1b7,87000.0,2017,10,28,2
1546,M,22,2f86dc0c78c543ce9f01561fd5798bd4,68000.0,2015,11,18,2
1547,M,61,18b386bf37a141318ad125282f3a58f9,35000.0,2016,3,3,2
1548,M,50,3ede3a9841e64eadb5b9abcc6be35b5c,57000.0,2016,12,19,2
1549,M,76,67099b811d6346189251010654f8f22b,40000.0,2016,7,17,2
1550,M,40,8f7db58c30814b8ca40c3bb7c55f20fb,52000.0,2017,8,4,2
1551,M,53,ef12641b0e8c41edb94323a85db913dd,60000.0,2018,7,22,2
1552,F,68,4706d17c79434626a92481776335fc61,86000.0,2016,5,29,1
1553,M,22,2814e3e30f2749a1bab4c14ee51de542,62000.0,2015,7,14,2
1554,F,48,68f0b93fd7cc40c0bec906c13dd2ee4b,72000.0,2017,10,2,1
1555,M,60,b79e77ff80f443ff8aa51232799fd49b,55000.0,2017,5,6,2
1556,M,53,b1c58c9a9749400092a00d2ab36f6d50,95000.0,2016,12,4,2
1557,F,43,9a3fdbdde97f48748fedea07119e148d,39000.0,2017,12,13,1
1558,M,61,4250e698f1e942f68baa7ebbe033ad65,109000.0,2017,2,21,2
1559,F,65,a5b2bb4a83fd45808bb74f05ca50e1c9,105000.0,2017,12,9,1
1560,M,71,2f4bde67035f445d9c805e09bef359fe,90000.0,2017,2,26,2
1561,F,69,d19849e046cc441fb7cfc4c8a68dbf6d,89000.0,2016,11,15,1
1562,M,79,41ed54800a2042988866ecd7d971e2e5,113000.0,2016,4,16,2
1563,F,69,81dde9589b9e417f94565accd54c50e4,109000.0,2017,10,27,1
1564,M,21,151bf5881ab14c338cca17471db41d6a,31000.0,2016,5,27,2
1565,F,69,f030124b48cf4960b569da21d8aedb5b,31000.0,2016,12,11,1
1566,F,52,7159a65a128b4e63b2e708b119414195,61000.0,2014,8,8,1
1567,M,46,34290ee4c4db45c3bae89de9ad7a4e8b,36000.0,2018,4,13,2
1568,F,53,2889214639664320b1c74db66c47d3fd,88000.0,2017,10,25,1
1569,F,47,523e2d85f3d94eefbca7970e2b16b234,65000.0,2016,6,9,1
1570,F,84,028c88a958e54c36a31c4800fd6e887b,108000.0,2016,7,1,1
1571,F,36,fcd99b61afe74be29d9b3826109b868a,80000.0,2015,12,4,1
1572,M,77,0247953d899b4a99acab74fa0a807c0f,53000.0,2018,1,16,2
1573,M,37,1037671bee8d419d8bbc2105f4cd00ba,67000.0,2018,1,24,2
1574,F,52,923387ca2d04480fba075dec7fb7c535,97000.0,2018,4,11,1
1575,M,65,13e5fe4f6d76406f89bb6c1d2ce88fe6,57000.0,2018,1,28,2
1576,M,59,b00fecc7a0d04587a1c4873aca733f65,65000.0,2017,10,9,2
1577,M,27,8bd0c7b1cb984131b72e148a9fd98f3a,37000.0,2017,7,30,2
1578,F,59,43daf8fb68d147d38cb1eb669d7916c5,71000.0,2016,5,1,1
1579,M,52,b28a6f46a03143c3b5cf277617660980,66000.0,2015,9,16,2
1580,M,64,a42c0201a41f4ab58ac32316af9e460a,98000.0,2016,3,10,2
1581,M,39,0f2c815583284499a7045ebb875a4237,57000.0,2017,1,26,2
1582,M,44,c018899eae214a7bbcd56aab6217a525,97000.0,2016,10,21,2
1583,F,54,e70d2311d88c41b8abd04bb3e3039e91,74000.0,2016,12,8,1
1584,M,74,71721bc113e246aea2209b2aa7a5d58f,72000.0,2017,1,8,2
1585,F,69,4533dac76ee147678e3c7a862da32376,83000.0,2015,9,27,1
1586,M,48,4e3e0c39910f4af693e539455b4ca22f,62000.0,2015,12,5,2
1587,M,57,a5d1040cc7f94b0cabc4965f9fd7a8ff,34000.0,2014,5,11,2
1588,M,60,9a486e1f8a8941db9af401ad52af2ac9,62000.0,2017,3,24,2
1589,F,45,0a4a8c491ba646b89638bd32cb9ed0e3,48000.0,2014,4,17,1
1590,F,57,4c32068a51694bec9513ad4888e0ed28,73000.0,2018,2,26,1
1591,F,75,ff04e5e6410b4487bb1fc07bd10ef56e,56000.0,2018,6,4,1
1592,M,68,6255fc72d0194be9b83b21395c6c500e,61000.0,2018,4,14,2
1593,M,29,559082c5907547069a80e23d8cfc7c35,38000.0,2018,6,16,2
1594,F,67,c7a80eb43de448f78606d6bb9aac9950,105000.0,2017,12,30,1
1595,F,53,07805efd53494b8fa08f661e311dad9e,95000.0,2016,10,27,1
1596,M,54,e75780657f42498c8b16c915ad2fc209,69000.0,2018,4,7,2
1597,F,39,9796e4df311542f49cdf0186e70ea57d,70000.0,2017,9,22,1
1598,F,30,2a793c13ad9d43eb95da32e8b7a5a079,59000.0,2017,8,31,1
1599,M,54,cd8bbd01523e41b89785601c04393797,30000.0,2015,4,12,2
1600,M,64,393041633e9e4d1c834537ae4ecf063d,75000.0,2018,4,26,2
1601,M,18,91e468b270e34598b1ed3992f1200a97,49000.0,2015,8,1,2
1602,F,63,7eda09a65f65444988ac102bc112ed5b,71000.0,2015,8,20,1
1603,M,34,fbd07f6b2ebd48c2b2a7dc96e244deb5,36000.0,2014,9,5,2
1604,M,80,aa930d89ac744b3ab1b5c0c967643c0b,45000.0,2018,4,11,2
1605,F,48,0e7a9c1d1ebd4ed4a77dee9edaad8093,33000.0,2017,3,1,1
1606,F,32,872a3cbeb41a47ccabbd7408ac774672,49000.0,2015,10,7,1
1607,M,33,9e8a5054c46d4bd7b58ca018740fb1ad,34000.0,2017,8,24,2
